resume_id,jd_id,resume_category,graph_score,coverage,exact_matches,partial_matches,no_matches,sbert_score,structural_score,yoe_score,edu_score,section_score,resume_yoe,required_yoe,resume_edu_rank,required_edu_rank,label
friend_madhavan_goel,flutter_developer_fresher,general,0.5583,0.6667,5,3,4,0.4039,0.88,1.0,0.6,1.0,0,0,3,4,1
friend_madhavan_goel,frontend_developer_fresher,general,0.8636,1.0,8,3,0,0.4153,1.0,1.0,1.0,1.0,0,0,3,3,1
friend_madhavan_goel,fullstack_developer_fresher,general,0.6833,0.7917,13,6,5,0.3941,1.0,1.0,1.0,1.0,0,0,3,3,-1
friend_madhavan_goel,fullstack_developer_general,general,0.6781,0.7812,18,6,7,0.4791,0.88,1.0,0.6,1.0,0,0,3,4,1
friend_madhavan_goel,golang_backend_developer,general,0.75,0.8571,9,2,2,0.4452,1.0,1.0,1.0,1.0,0,0,3,3,1
friend_madhavan_goel,google_ml_engineer,general,0.455,0.65,6,4,7,0.4302,0.8,0.5,1.0,1.0,0,1,3,3,1
friend_madhavan_goel,google_swe_early_career,general,0.79,1.0,5,5,0,0.3774,0.8,0.5,1.0,1.0,0,1,3,3,-1
friend_madhavan_goel,google_swe_generalist,general,0.86,1.0,10,5,0,0.3963,0.8,0.5,1.0,1.0,0,1,3,3,-1
friend_madhavan_goel,java_backend_developer,general,0.555,0.75,8,4,5,0.4002,1.0,1.0,1.0,1.0,0,0,3,3,1
friend_madhavan_goel,junior_ml_engineer,general,0.435,0.7,5,4,6,0.3611,0.68,0.5,0.6,1.0,0,3,3,4,-1
friend_madhavan_goel,laravel_developer,general,0.6333,0.7222,9,4,5,0.294,0.88,1.0,0.6,1.0,0,0,3,4,-1
friend_madhavan_goel,mern_stack_developer,general,0.6318,0.7273,11,5,6,0.3728,0.88,1.0,0.6,1.0,0,0,3,4,-1
friend_madhavan_goel,php_fullstack_developer,general,0.5095,0.619,8,4,8,0.3932,0.88,1.0,0.6,1.0,0,0,3,4,-1
friend_madhavan_goel,software_engineer_general,general,0.5136,0.6364,9,3,8,0.5412,1.0,1.0,1.0,1.0,0,0,3,3,1
friend_manish_bisht,android_developer,general,0.44,0.5,3,2,5,0.1766,0.68,0.5,0.6,1.0,0,1,3,4,-1
friend_manish_bisht,backend_swe_fullstack,general,0.5923,0.6538,13,4,9,0.3793,0.8,0.5,1.0,1.0,0,1,3,3,-1
friend_manish_bisht,data_scientist,general,0.4786,0.5,6,1,7,0.2731,0.88,1.0,0.6,1.0,0,0,3,4,-1
friend_manish_bisht,flutter_developer_fresher,general,0.2083,0.25,2,1,9,0.2629,0.88,1.0,0.6,1.0,0,0,3,4,0
friend_manish_bisht,frontend_developer_fresher,general,0.7455,0.9091,6,4,1,0.3508,1.0,1.0,1.0,1.0,0,0,3,3,-1
friend_manish_bisht,fullstack_developer_fresher,general,0.6125,0.75,11,7,6,0.3511,1.0,1.0,1.0,1.0,0,0,3,3,-1
friend_manish_bisht,fullstack_developer_general,general,0.5219,0.6562,12,9,11,0.2735,0.88,1.0,0.6,1.0,0,0,3,4,-1
friend_manish_bisht,golang_backend_developer,general,0.6,0.7143,6,4,4,0.2646,1.0,1.0,1.0,1.0,0,0,3,3,-1
friend_manish_bisht,google_ml_engineer,general,0.57,0.65,9,4,7,0.2971,0.8,0.5,1.0,1.0,0,1,3,3,-1
friend_manish_bisht,google_swe_early_career,general,0.69,0.8,5,3,2,0.2081,0.8,0.5,1.0,1.0,0,1,3,3,-1
friend_manish_bisht,google_swe_generalist,general,0.86,0.9333,11,3,1,0.2267,0.8,0.5,1.0,1.0,0,1,3,3,-1
friend_manish_bisht,java_backend_developer,general,0.485,0.7,5,9,6,0.2793,1.0,1.0,1.0,1.0,0,0,3,3,-1
friend_manish_bisht,junior_ml_engineer,general,0.525,0.7,7,5,6,0.3413,0.68,0.5,0.6,1.0,0,3,3,4,-1
friend_manish_bisht,laravel_developer,general,0.5833,0.7222,8,5,5,0.2521,0.88,1.0,0.6,1.0,0,0,3,4,-1
friend_manish_bisht,mern_stack_developer,general,0.5773,0.6364,11,3,8,0.3058,0.88,1.0,0.6,1.0,0,0,3,4,-1
friend_manish_bisht,php_fullstack_developer,general,0.5619,0.7619,8,6,5,0.4161,0.88,1.0,0.6,1.0,0,0,3,4,1
friend_manish_bisht,software_engineer_general,general,0.4545,0.5909,7,5,9,0.2929,1.0,1.0,1.0,1.0,0,0,3,3,-1
friend_mannan_tanwar,android_developer,general,0.27,0.3,2,1,7,0.1664,0.68,0.5,0.6,1.0,0,1,3,4,0
friend_mannan_tanwar,backend_swe_fullstack,general,0.3462,0.4231,7,3,15,0.2376,0.8,0.5,1.0,1.0,0,1,3,3,-1
friend_mannan_tanwar,data_scientist,general,0.4429,0.5,5,2,7,0.1731,0.88,1.0,0.6,1.0,0,0,3,4,-1
friend_mannan_tanwar,flutter_developer_fresher,general,0.0833,0.0833,1,0,11,0.1487,0.88,1.0,0.6,1.0,0,0,3,4,0
friend_mannan_tanwar,frontend_developer_fresher,general,0.3364,0.4545,2,3,6,0.2334,1.0,1.0,1.0,1.0,0,0,3,3,-1
friend_mannan_tanwar,fullstack_developer_fresher,general,0.1667,0.1667,4,0,20,0.1696,1.0,1.0,1.0,1.0,0,0,3,3,0
friend_mannan_tanwar,fullstack_developer_general,general,0.2156,0.25,5,3,24,0.1762,0.88,1.0,0.6,1.0,0,0,3,4,0
friend_mannan_tanwar,golang_backend_developer,general,0.4429,0.5,5,2,7,0.1706,1.0,1.0,1.0,1.0,0,0,3,3,-1
friend_mannan_tanwar,google_ml_engineer,general,0.41,0.5,6,4,10,0.3182,0.8,0.5,1.0,1.0,0,1,3,3,-1
friend_mannan_tanwar,google_swe_early_career,general,0.55,0.7,4,2,3,0.2114,0.8,0.5,1.0,1.0,0,1,3,3,-1
friend_mannan_tanwar,google_swe_generalist,general,0.6133,0.7333,7,3,4,0.215,0.8,0.5,1.0,1.0,0,1,3,3,-1
friend_mannan_tanwar,java_backend_developer,general,0.22,0.25,3,2,15,0.1165,1.0,1.0,1.0,1.0,0,0,3,3,0
friend_mannan_tanwar,junior_ml_engineer,general,0.465,0.65,6,5,7,0.3185,0.68,0.5,0.6,1.0,0,3,3,4,-1
friend_mannan_tanwar,laravel_developer,general,0.25,0.2778,4,1,13,0.1232,0.88,1.0,0.6,1.0,0,0,3,4,0
friend_mannan_tanwar,mern_stack_developer,general,0.1682,0.1818,3,1,18,0.1369,0.88,1.0,0.6,1.0,0,0,3,4,0
friend_mannan_tanwar,php_fullstack_developer,general,0.119,0.1429,2,1,18,0.1221,0.88,1.0,0.6,1.0,0,0,3,4,0
friend_mannan_tanwar,software_engineer_general,general,0.2682,0.3182,4,3,15,0.1231,1.0,1.0,1.0,1.0,0,0,3,3,0
friend_manoj_,android_developer,general,0.41,0.5,2,3,5,0.1159,0.88,1.0,0.6,1.0,1,1,3,4,-1
friend_manoj_,backend_swe_fullstack,general,0.3423,0.3846,7,3,16,0.2306,1.0,1.0,1.0,1.0,1,1,3,3,-1
friend_manoj_,data_scientist,general,0.5929,0.7143,7,1,4,0.1696,0.88,1.0,0.6,1.0,1,0,3,4,-1
friend_manoj_,flutter_developer_fresher,general,0.125,0.1667,1,1,10,0.1355,0.88,1.0,0.6,1.0,1,0,3,4,0
friend_manoj_,frontend_developer_fresher,general,0.0909,0.0909,1,0,10,0.1562,1.0,1.0,1.0,1.0,1,0,3,3,0
friend_manoj_,fullstack_developer_fresher,general,0.1667,0.25,2,3,18,0.0307,1.0,1.0,1.0,1.0,1,0,3,3,0
friend_manoj_,fullstack_developer_general,general,0.2875,0.375,6,5,20,0.0405,0.88,1.0,0.6,1.0,1,0,3,4,0
friend_manoj_,golang_backend_developer,general,0.5286,0.5714,6,2,6,0.1244,1.0,1.0,1.0,1.0,1,0,3,3,-1
friend_manoj_,google_ml_engineer,general,0.585,0.65,10,3,7,0.224,1.0,1.0,1.0,1.0,1,1,3,3,-1
friend_manoj_,google_swe_early_career,general,0.57,0.6,5,1,4,0.0544,1.0,1.0,1.0,1.0,1,1,3,3,-1
friend_manoj_,google_swe_generalist,general,0.58,0.6,8,1,6,0.0367,1.0,1.0,1.0,1.0,1,1,3,3,-1
friend_manoj_,java_backend_developer,general,0.32,0.4,4,4,12,0.1262,1.0,1.0,1.0,1.0,1,0,3,3,-1
friend_manoj_,junior_ml_engineer,general,0.585,0.7,9,5,6,0.2512,0.64,0.4,0.6,1.0,1,3,3,4,-1
friend_manoj_,laravel_developer,general,0.1944,0.2222,3,1,14,0.0449,0.88,1.0,0.6,1.0,1,0,3,4,0
friend_manoj_,mern_stack_developer,general,0.1727,0.2273,3,1,17,0.057,0.88,1.0,0.6,1.0,1,0,3,4,0
friend_manoj_,php_fullstack_developer,general,0.2571,0.4286,3,3,12,0.1003,0.88,1.0,0.6,1.0,1,0,3,4,0
friend_manoj_,software_engineer_general,general,0.4545,0.5909,7,5,9,0.1229,1.0,1.0,1.0,1.0,1,0,3,3,-1
friend_mayank_,android_developer,general,0.4,0.4,4,0,6,0.1995,0.68,0.5,0.6,1.0,0,1,3,4,-1
friend_mayank_,backend_swe_fullstack,general,0.5192,0.6538,10,6,9,0.442,0.8,0.5,1.0,1.0,0,1,3,3,1
friend_mayank_,data_scientist,general,0.5,0.5714,6,2,6,0.3199,0.88,1.0,0.6,1.0,0,0,3,4,-1
friend_mayank_,flutter_developer_fresher,general,0.25,0.3333,2,2,8,0.2109,0.88,1.0,0.6,1.0,0,0,3,4,0
friend_mayank_,frontend_developer_fresher,general,0.6545,0.7273,6,2,3,0.3737,1.0,1.0,1.0,1.0,0,0,3,3,-1
friend_mayank_,fullstack_developer_fresher,general,0.4042,0.5,7,4,12,0.2885,1.0,1.0,1.0,1.0,0,0,3,3,-1
friend_mayank_,fullstack_developer_general,general,0.4313,0.5625,10,6,14,0.3488,0.88,1.0,0.6,1.0,0,0,3,4,-1
friend_mayank_,golang_backend_developer,general,0.6643,0.7857,8,2,3,0.3166,1.0,1.0,1.0,1.0,0,0,3,3,-1
friend_mayank_,google_ml_engineer,general,0.55,0.65,9,4,7,0.4246,0.8,0.5,1.0,1.0,0,1,3,3,1
friend_mayank_,google_swe_early_career,general,0.63,0.8,5,2,2,0.312,0.8,0.5,1.0,1.0,0,1,3,3,-1
friend_mayank_,google_swe_generalist,general,0.78,0.9333,9,4,1,0.3115,0.8,0.5,1.0,1.0,0,1,3,3,-1
friend_mayank_,java_backend_developer,general,0.42,0.6,6,3,8,0.2609,1.0,1.0,1.0,1.0,0,0,3,3,-1
friend_mayank_,junior_ml_engineer,general,0.63,0.8,10,4,4,0.3362,0.68,0.5,0.6,1.0,0,3,3,4,-1
friend_mayank_,laravel_developer,general,0.4667,0.5556,6,4,8,0.3038,0.88,1.0,0.6,1.0,0,0,3,4,-1
friend_mayank_,mern_stack_developer,general,0.4182,0.5455,6,5,10,0.3025,0.88,1.0,0.6,1.0,0,0,3,4,-1
friend_mayank_,php_fullstack_developer,general,0.4,0.6667,4,6,7,0.307,0.88,1.0,0.6,1.0,0,0,3,4,-1
friend_mayank_,software_engineer_general,general,0.4136,0.6364,5,6,8,0.3464,1.0,1.0,1.0,1.0,0,0,3,3,-1
friend_mayukh_sircar,android_developer,general,0.64,0.7,5,2,3,0.1842,0.68,0.5,0.6,1.0,0,1,3,4,-1
friend_mayukh_sircar,backend_swe_fullstack,general,0.6885,0.8077,14,7,5,0.359,0.8,0.5,1.0,1.0,0,1,3,3,-1
friend_mayukh_sircar,data_scientist,general,0.5929,0.7143,7,1,4,0.3718,0.88,1.0,0.6,1.0,0,0,3,4,-1
friend_mayukh_sircar,flutter_developer_fresher,general,0.4583,0.5,5,1,6,0.3206,0.88,1.0,0.6,1.0,0,0,3,4,-1
friend_mayukh_sircar,frontend_developer_fresher,general,0.9091,1.0,9,2,0,0.394,1.0,1.0,1.0,1.0,0,0,3,3,-1
friend_mayukh_sircar,fullstack_developer_fresher,general,0.6167,0.7917,11,7,5,0.4574,1.0,1.0,1.0,1.0,0,0,3,3,1
friend_mayukh_sircar,fullstack_developer_general,general,0.6562,0.8125,16,9,6,0.2922,0.88,1.0,0.6,1.0,0,0,3,4,-1
friend_mayukh_sircar,golang_backend_developer,general,0.7286,0.8571,8,3,2,0.2913,1.0,1.0,1.0,1.0,0,0,3,3,-1
friend_mayukh_sircar,google_ml_engineer,general,0.76,0.9,12,6,2,0.2933,0.8,0.5,1.0,1.0,0,1,3,3,-1
friend_mayukh_sircar,google_swe_early_career,general,0.62,0.8,4,4,2,0.2609,0.8,0.5,1.0,1.0,0,1,3,3,-1
friend_mayukh_sircar,google_swe_generalist,general,0.88,1.0,11,4,0,0.2906,0.8,0.5,1.0,1.0,0,1,3,3,-1
friend_mayukh_sircar,java_backend_developer,general,0.63,0.9,8,7,2,0.3576,1.0,1.0,1.0,1.0,0,0,3,3,-1
friend_mayukh_sircar,junior_ml_engineer,general,0.765,0.95,12,5,1,0.3123,0.68,0.5,0.6,1.0,0,3,3,4,-1
friend_mayukh_sircar,laravel_developer,general,0.6778,0.8333,9,6,3,0.2764,0.88,1.0,0.6,1.0,0,0,3,4,-1
friend_mayukh_sircar,mern_stack_developer,general,0.6045,0.7273,11,4,6,0.3657,0.88,1.0,0.6,1.0,0,0,3,4,-1
friend_mayukh_sircar,php_fullstack_developer,general,0.4286,0.619,5,7,8,0.4644,0.88,1.0,0.6,1.0,0,0,3,4,1
friend_mayukh_sircar,software_engineer_general,general,0.5955,0.7273,11,3,6,0.3705,1.0,1.0,1.0,1.0,0,0,3,3,-1
friend_md_shahab_uddin,android_developer,general,0.3,0.3,3,0,7,0.3568,0.605,0.5,0.6,0.75,0,1,3,4,-1
friend_md_shahab_uddin,backend_swe_fullstack,general,0.3462,0.4231,7,4,15,0.5217,0.725,0.5,1.0,0.75,0,1,3,3,-1
friend_md_shahab_uddin,data_scientist,general,0.2857,0.4286,2,4,8,0.3361,0.805,1.0,0.6,0.75,0,0,3,4,-1
friend_md_shahab_uddin,flutter_developer_fresher,general,0.2083,0.25,2,1,9,0.3657,0.805,1.0,0.6,0.75,0,0,3,4,-1
friend_md_shahab_uddin,frontend_developer_fresher,general,0.6818,0.8182,6,3,2,0.6228,0.925,1.0,1.0,0.75,0,0,3,3,1
friend_md_shahab_uddin,fullstack_developer_fresher,general,0.5167,0.625,9,6,9,0.5421,0.925,1.0,1.0,0.75,0,0,3,3,1
friend_md_shahab_uddin,fullstack_developer_general,general,0.4281,0.5625,9,8,14,0.5255,0.805,1.0,0.6,0.75,0,0,3,4,1
friend_md_shahab_uddin,golang_backend_developer,general,0.4857,0.5714,6,1,6,0.4771,0.925,1.0,1.0,0.75,0,0,3,3,1
friend_md_shahab_uddin,google_ml_engineer,general,0.255,0.4,3,4,12,0.4494,0.725,0.5,1.0,0.75,0,1,3,3,-1
friend_md_shahab_uddin,google_swe_early_career,general,0.45,0.5,4,1,5,0.421,0.725,0.5,1.0,0.75,0,1,3,3,1
friend_md_shahab_uddin,google_swe_generalist,general,0.6467,0.7333,8,3,4,0.3948,0.725,0.5,1.0,0.75,0,1,3,3,-1
friend_md_shahab_uddin,java_backend_developer,general,0.345,0.55,4,4,9,0.4206,0.925,1.0,1.0,0.75,0,0,3,3,-1
friend_md_shahab_uddin,junior_ml_engineer,general,0.23,0.4,2,5,12,0.3467,0.605,0.5,0.6,0.75,0,3,3,4,-1
friend_md_shahab_uddin,laravel_developer,general,0.4944,0.6111,6,5,7,0.3902,0.805,1.0,0.6,0.75,0,0,3,4,-1
friend_md_shahab_uddin,mern_stack_developer,general,0.4955,0.5455,9,3,10,0.4932,0.805,1.0,0.6,0.75,0,0,3,4,1
friend_md_shahab_uddin,php_fullstack_developer,general,0.2476,0.381,2,5,13,0.4742,0.805,1.0,0.6,0.75,0,0,3,4,-1
friend_md_shahab_uddin,software_engineer_general,general,0.3227,0.4545,5,3,12,0.476,0.925,1.0,1.0,0.75,0,0,3,3,-1
friend_monik_rayu,android_developer,general,0.44,0.5,3,2,5,0.2993,0.605,0.5,0.6,0.75,0,1,3,4,-1
friend_monik_rayu,backend_swe_fullstack,general,0.55,0.6538,10,7,9,0.361,0.725,0.5,1.0,0.75,0,1,3,3,-1
friend_monik_rayu,data_scientist,general,0.4643,0.5714,4,4,6,0.2232,0.805,1.0,0.6,0.75,0,0,3,4,-1
friend_monik_rayu,flutter_developer_fresher,general,0.1667,0.1667,2,0,10,0.3029,0.805,1.0,0.6,0.75,0,0,3,4,-1
friend_monik_rayu,frontend_developer_fresher,general,0.7727,0.9091,7,3,1,0.3852,0.925,1.0,1.0,0.75,0,0,3,3,-1
friend_monik_rayu,fullstack_developer_fresher,general,0.6625,0.75,13,5,6,0.324,0.925,1.0,1.0,0.75,0,0,3,3,-1
friend_monik_rayu,fullstack_developer_general,general,0.475,0.5938,11,7,13,0.3381,0.805,1.0,0.6,0.75,0,0,3,4,-1
friend_monik_rayu,golang_backend_developer,general,0.7286,0.8571,8,3,2,0.3521,0.925,1.0,1.0,0.75,0,0,3,3,-1
friend_monik_rayu,google_ml_engineer,general,0.52,0.65,8,4,7,0.2857,0.725,0.5,1.0,0.75,0,1,3,3,-1
friend_monik_rayu,google_swe_early_career,general,0.57,0.7,4,3,3,0.2937,0.725,0.5,1.0,0.75,0,1,3,3,-1
friend_monik_rayu,google_swe_generalist,general,0.74,0.8667,8,5,2,0.272,0.725,0.5,1.0,0.75,0,1,3,3,-1
friend_monik_rayu,java_backend_developer,general,0.365,0.55,4,4,9,0.2467,0.925,1.0,1.0,0.75,0,0,3,3,-1
friend_monik_rayu,junior_ml_engineer,general,0.5,0.7,7,4,6,0.2355,0.605,0.5,0.6,0.75,0,3,3,4,-1
friend_monik_rayu,laravel_developer,general,0.5389,0.6111,8,3,7,0.2452,0.805,1.0,0.6,0.75,0,0,3,4,-1
friend_monik_rayu,mern_stack_developer,general,0.6182,0.6818,11,4,7,0.3048,0.805,1.0,0.6,0.75,0,0,3,4,-1
friend_monik_rayu,php_fullstack_developer,general,0.4286,0.5238,7,3,10,0.2953,0.805,1.0,0.6,0.75,0,0,3,4,-1
friend_monik_rayu,software_engineer_general,general,0.4091,0.5455,6,4,10,0.2744,0.925,1.0,1.0,0.75,0,0,3,3,-1
friend_naman_rustagi,android_developer,general,0.37,0.4,3,1,6,0.2693,0.605,0.5,0.6,0.75,0,1,3,4,-1
friend_naman_rustagi,backend_swe_fullstack,general,0.6,0.6923,12,6,8,0.6298,0.725,0.5,1.0,0.75,0,1,3,3,1
friend_naman_rustagi,data_scientist,general,0.1929,0.2143,2,1,11,0.3627,0.805,1.0,0.6,0.75,0,0,3,4,-1
friend_naman_rustagi,flutter_developer_fresher,general,0.4167,0.5,4,2,6,0.4216,0.805,1.0,0.6,0.75,0,0,3,4,1
friend_naman_rustagi,frontend_developer_fresher,general,0.8182,0.9091,8,2,1,0.563,0.925,1.0,1.0,0.75,0,0,3,3,1
friend_naman_rustagi,fullstack_developer_fresher,general,0.6,0.7083,11,6,7,0.6577,0.925,1.0,1.0,0.75,0,0,3,3,1
friend_naman_rustagi,fullstack_developer_general,general,0.5781,0.6875,15,6,10,0.4912,0.805,1.0,0.6,0.75,0,0,3,4,1
friend_naman_rustagi,golang_backend_developer,general,0.6571,0.7857,7,3,3,0.4565,0.925,1.0,1.0,0.75,0,0,3,3,1
friend_naman_rustagi,google_ml_engineer,general,0.335,0.4,5,3,12,0.4396,0.725,0.5,1.0,0.75,0,1,3,3,-1
friend_naman_rustagi,google_swe_early_career,general,0.42,0.5,3,2,5,0.4258,0.725,0.5,1.0,0.75,0,1,3,3,1
friend_naman_rustagi,google_swe_generalist,general,0.5933,0.6667,7,3,5,0.4398,0.725,0.5,1.0,0.75,0,1,3,3,1
friend_naman_rustagi,java_backend_developer,general,0.455,0.65,6,4,7,0.5095,0.925,1.0,1.0,0.75,0,0,3,3,1
friend_naman_rustagi,junior_ml_engineer,general,0.31,0.35,5,2,13,0.3011,0.605,0.5,0.6,0.75,0,3,3,4,-1
friend_naman_rustagi,laravel_developer,general,0.5667,0.6111,9,2,7,0.4384,0.805,1.0,0.6,0.75,0,0,3,4,1
friend_naman_rustagi,mern_stack_developer,general,0.5864,0.6818,10,5,7,0.5525,0.805,1.0,0.6,0.75,0,0,3,4,1
friend_naman_rustagi,php_fullstack_developer,general,0.5286,0.7143,8,4,6,0.6729,0.805,1.0,0.6,0.75,0,0,3,4,1
friend_naman_rustagi,software_engineer_general,general,0.4455,0.5909,7,4,9,0.5461,0.925,1.0,1.0,0.75,0,0,3,3,1
friend_naman_singh,android_developer,general,0.37,0.4,3,1,6,0.1876,0.88,1.0,0.6,1.0,1,1,3,4,-1
friend_naman_singh,backend_swe_fullstack,general,0.5538,0.6538,11,6,9,0.3646,1.0,1.0,1.0,1.0,1,1,3,3,-1
friend_naman_singh,data_scientist,general,0.3429,0.5,3,2,7,0.2529,0.88,1.0,0.6,1.0,1,0,3,4,-1
friend_naman_singh,flutter_developer_fresher,general,0.2917,0.3333,3,1,8,0.3009,0.88,1.0,0.6,1.0,1,0,3,4,-1
friend_naman_singh,frontend_developer_fresher,general,0.6818,0.8182,6,3,2,0.5002,1.0,1.0,1.0,1.0,1,0,3,3,1
friend_naman_singh,fullstack_developer_fresher,general,0.6333,0.75,12,6,6,0.3556,1.0,1.0,1.0,1.0,1,0,3,3,-1
friend_naman_singh,fullstack_developer_general,general,0.575,0.6875,14,7,10,0.2668,0.88,1.0,0.6,1.0,1,0,3,4,-1
friend_naman_singh,golang_backend_developer,general,0.6071,0.7143,7,2,4,0.3165,1.0,1.0,1.0,1.0,1,0,3,3,-1
friend_naman_singh,google_ml_engineer,general,0.53,0.75,7,5,5,0.392,1.0,1.0,1.0,1.0,1,1,3,3,-1
friend_naman_singh,google_swe_early_career,general,0.57,0.7,4,3,3,0.2889,1.0,1.0,1.0,1.0,1,1,3,3,-1
friend_naman_singh,google_swe_generalist,general,0.7133,0.8,9,3,3,0.3148,1.0,1.0,1.0,1.0,1,1,3,3,-1
friend_naman_singh,java_backend_developer,general,0.53,0.75,7,5,5,0.2902,1.0,1.0,1.0,1.0,1,0,3,3,-1
friend_naman_singh,junior_ml_engineer,general,0.435,0.7,5,4,6,0.3079,0.64,0.4,0.6,1.0,1,3,3,4,-1
friend_naman_singh,laravel_developer,general,0.5667,0.7222,7,6,5,0.2278,0.88,1.0,0.6,1.0,1,0,3,4,-1
friend_naman_singh,mern_stack_developer,general,0.5773,0.6364,11,3,8,0.335,0.88,1.0,0.6,1.0,1,0,3,4,-1
friend_naman_singh,php_fullstack_developer,general,0.5095,0.6667,7,6,7,0.3424,0.88,1.0,0.6,1.0,1,0,3,4,-1
friend_naman_singh,software_engineer_general,general,0.5455,0.6818,9,4,7,0.2821,1.0,1.0,1.0,1.0,1,0,3,3,-1
friend_naveen_kumar_singh,android_developer,general,0.4,0.4,4,0,6,0.1959,0.68,0.5,0.6,1.0,0,1,3,4,-1
friend_naveen_kumar_singh,backend_swe_fullstack,general,0.5462,0.6538,11,6,9,0.4022,0.8,0.5,1.0,1.0,0,1,3,3,1
friend_naveen_kumar_singh,data_scientist,general,0.2357,0.3571,2,2,9,0.2178,0.88,1.0,0.6,1.0,0,0,3,4,0
friend_naveen_kumar_singh,flutter_developer_fresher,general,0.2083,0.25,2,1,9,0.3041,0.88,1.0,0.6,1.0,0,0,3,4,-1
friend_naveen_kumar_singh,frontend_developer_fresher,general,0.7727,0.9091,7,3,1,0.366,1.0,1.0,1.0,1.0,0,0,3,3,-1
friend_naveen_kumar_singh,fullstack_developer_fresher,general,0.5375,0.6667,9,7,8,0.4409,1.0,1.0,1.0,1.0,0,0,3,3,1
friend_naveen_kumar_singh,fullstack_developer_general,general,0.5219,0.6562,12,9,11,0.3046,0.88,1.0,0.6,1.0,0,0,3,4,-1
friend_naveen_kumar_singh,golang_backend_developer,general,0.6429,0.7857,7,4,3,0.2471,1.0,1.0,1.0,1.0,0,0,3,3,-1
friend_naveen_kumar_singh,google_ml_engineer,general,0.435,0.6,6,4,8,0.2362,0.8,0.5,1.0,1.0,0,1,3,3,-1
friend_naveen_kumar_singh,google_swe_early_career,general,0.7,0.8,6,2,2,0.293,0.8,0.5,1.0,1.0,0,1,3,3,-1
friend_naveen_kumar_singh,google_swe_generalist,general,0.8133,0.9333,10,4,1,0.3232,0.8,0.5,1.0,1.0,0,1,3,3,-1
friend_naveen_kumar_singh,java_backend_developer,general,0.425,0.6,5,7,8,0.2991,1.0,1.0,1.0,1.0,0,0,3,3,-1
friend_naveen_kumar_singh,junior_ml_engineer,general,0.34,0.6,3,5,8,0.264,0.68,0.5,0.6,1.0,0,3,3,4,-1
friend_naveen_kumar_singh,laravel_developer,general,0.4556,0.5556,6,4,8,0.2174,0.88,1.0,0.6,1.0,0,0,3,4,-1
friend_naveen_kumar_singh,mern_stack_developer,general,0.5182,0.5909,9,4,9,0.408,0.88,1.0,0.6,1.0,0,0,3,4,1
friend_naveen_kumar_singh,php_fullstack_developer,general,0.5143,0.7143,7,6,6,0.4312,0.88,1.0,0.6,1.0,0,0,3,4,1
friend_naveen_kumar_singh,software_engineer_general,general,0.4545,0.6364,6,7,8,0.3385,1.0,1.0,1.0,1.0,0,0,3,3,-1
friend_niket_chaudhary,android_developer,general,0.3,0.3,3,0,7,0.2381,0.605,0.5,0.6,0.75,0,1,3,4,-1
friend_niket_chaudhary,backend_swe_fullstack,general,0.4769,0.6154,8,7,10,0.3151,0.725,0.5,1.0,0.75,0,1,3,3,-1
friend_niket_chaudhary,data_scientist,general,0.1929,0.2143,2,1,11,0.2376,0.805,1.0,0.6,0.75,0,0,3,4,0
friend_niket_chaudhary,flutter_developer_fresher,general,0.1917,0.25,2,0,9,0.4033,0.805,1.0,0.6,0.75,0,0,3,4,-1
friend_niket_chaudhary,frontend_developer_fresher,general,0.5,0.6364,4,3,4,0.4393,0.925,1.0,1.0,0.75,0,0,3,3,1
friend_niket_chaudhary,fullstack_developer_fresher,general,0.4958,0.5833,9,5,10,0.4294,0.925,1.0,1.0,0.75,0,0,3,3,1
friend_niket_chaudhary,fullstack_developer_general,general,0.475,0.5938,11,7,13,0.3748,0.805,1.0,0.6,0.75,0,0,3,4,-1
friend_niket_chaudhary,golang_backend_developer,general,0.5714,0.7143,6,3,4,0.3258,0.925,1.0,1.0,0.75,0,0,3,3,-1
friend_niket_chaudhary,google_ml_engineer,general,0.275,0.35,4,3,13,0.2514,0.725,0.5,1.0,0.75,0,1,3,3,0
friend_niket_chaudhary,google_swe_early_career,general,0.48,0.6,4,1,4,0.2425,0.725,0.5,1.0,0.75,0,1,3,3,-1
friend_niket_chaudhary,google_swe_generalist,general,0.5467,0.6667,6,3,5,0.2667,0.725,0.5,1.0,0.75,0,1,3,3,-1
friend_niket_chaudhary,java_backend_developer,general,0.38,0.55,5,3,9,0.3459,0.925,1.0,1.0,0.75,0,0,3,3,-1
friend_niket_chaudhary,junior_ml_engineer,general,0.2,0.25,3,2,15,0.237,0.605,0.5,0.6,0.75,0,3,3,4,0
friend_niket_chaudhary,laravel_developer,general,0.3722,0.4444,5,3,10,0.2992,0.805,1.0,0.6,0.75,0,0,3,4,-1
friend_niket_chaudhary,mern_stack_developer,general,0.4364,0.5,7,4,11,0.3609,0.805,1.0,0.6,0.75,0,0,3,4,-1
friend_niket_chaudhary,php_fullstack_developer,general,0.481,0.6667,7,4,7,0.3875,0.805,1.0,0.6,0.75,0,0,3,4,-1
friend_niket_chaudhary,software_engineer_general,general,0.4773,0.6364,7,5,8,0.3459,0.925,1.0,1.0,0.75,0,0,3,3,-1
friend_nishchay_tomar,android_developer,general,0.37,0.4,3,1,6,0.2908,0.88,1.0,0.6,1.0,1,1,3,4,-1
